frame,distance_m
1,0.7964977984565216
2,0.8141977495333331
3,0.8141977495333331
4,0.8252004218243242
5,0.8422735339999998
6,0.8365045371917808
7,0.8252004218243242
8,0.8196621639597315
9,0.8141977495333331
10,0.80348462125
11,0.80348462125
12,0.8088057114569536
13,0.8088057114569536
14,0.8088057114569536
15,0.8088057114569536
16,0.8141977495333331
17,0.8088057114569536
18,0.8196621639597315
19,0.8252004218243242
20,0.8365045371917808
21,0.8308140301360544
22,0.8252004218243242
23,0.8141977495333331
24,0.8088057114569536
25,0.80348462125
26,0.8088057114569536
27,0.8141977495333331
28,0.8088057114569536
29,0.8252004218243242
30,0.8196621639597315
31,0.8141977495333331
32,0.7585693318633538
33,0.7681110844654087
34,0.7538868051234567
35,0.7538868051234567
36,0.7492617326993865
37,0.7401797723030302
38,0.7401797723030302
39,0.7401797723030302
40,0.7446930635975609
41,0.7681110844654087
42,0.8196621639597315
43,0.7538868051234567
44,0.7585693318633538
45,0.7585693318633538
46,0.7401797723030302
47,0.7446930635975609
48,0.80348462125
49,0.7982330877777777
50,0.7982330877777777
51,0.80348462125
52,0.80348462125
53,0.8141977495333331
54,0.8196621639597315
55,0.8196621639597315
56,0.8196621639597315
57,0.8196621639597315
58,0.8088057114569536
59,0.80348462125
60,0.80348462125
61,0.80348462125
62,0.8088057114569536
63,0.8141977495333331
64,0.8196621639597315
65,0.8252004218243242
66,0.8308140301360544
67,0.8252004218243242
68,0.8252004218243242
69,0.8196621639597315
70,0.8141977495333331
71,0.80348462125
72,0.7982330877777777
73,0.7982330877777777
74,0.7681110844654087
75,0.7681110844654087
76,0.7681110844654087
77,0.777895939044586
78,0.7879333059999999
79,0.8252004218243242
80,0.8252004218243242
81,0.8365045371917808
82,0.8308140301360544
83,0.8196621639597315
84,0.8196621639597315
85,0.8141977495333331
86,0.8088057114569536
87,0.8088057114569536
88,0.80348462125
89,0.7982330877777777
90,0.80348462125
91,0.8088057114569536
92,0.8088057114569536
93,0.8141977495333331
94,0.8196621639597315
95,0.8141977495333331
96,0.7982330877777777
97,0.7633103901874999
98,0.7633103901874999
99,0.7633103901874999
100,0.7681110844654087
