frame,distance_m
1,0.452332083074074
2,0.452332083074074
3,0.4608666506792452
4,0.4361773658214285
5,0.4697294708846153
6,0.3700898861515151
7,0.452332083074074
8,0.4697294708846153
9,0.4441078633818181
10,0.4789398526666666
11,0.4441078633818181
12,0.41399885569491524
13,0.4441078633818181
14,0.4441078633818181
15,0.4441078633818181
16,0.4211367669999999
17,0.4004251227213114
18,0.39396665299999994
19,0.38165519509374995
20,0.41399885569491524
21,0.4004251227213114
22,0.40709887476666656
23,0.40709887476666656
24,0.3592048894999999
25,0.4004251227213114
26,0.40709887476666656
27,0.4004251227213114
28,0.5551348292272726
29,0.39396665299999994
30,0.42852513133333325
31,0.42852513133333325
32,0.4361773658214285
33,0.4441078633818181
34,0.6978837853142856
35,0.7184097789999998
36,0.4361773658214285
37,0.4211367669999999
38,0.4361773658214285
39,0.6601603374594593
40,0.4211367669999999
41,0.4361773658214285
42,0.4361773658214285
43,0.4441078633818181
44,0.4361773658214285
45,0.4361773658214285
46,0.4361773658214285
47,0.4361773658214285
48,0.4441078633818181
49,0.4441078633818181
50,0.4361773658214285
51,0.4361773658214285
52,0.4361773658214285
53,0.4361773658214285
54,0.4361773658214285
55,0.4361773658214285
56,0.4361773658214285
57,0.4361773658214285
58,0.4361773658214285
59,0.4361773658214285
60,0.4361773658214285
61,0.4441078633818181
62,0.4441078633818181
63,0.4441078633818181
64,0.4361773658214285
65,0.4361773658214285
66,0.4361773658214285
67,0.4441078633818181
68,0.4361773658214285
69,0.4441078633818181
70,0.4361773658214285
71,0.4361773658214285
72,0.4361773658214285
73,0.4441078633818181
74,0.4361773658214285
75,0.4361773658214285
76,0.4441078633818181
77,0.4441078633818181
78,0.4441078633818181
79,0.41399885569491524
80,0.4211367669999999
81,0.4004251227213114
82,0.4441078633818181
83,0.4441078633818181
84,0.4361773658214285
85,0.39396665299999994
86,0.4361773658214285
87,0.4441078633818181
88,0.4361773658214285
89,0.4361773658214285
90,0.4361773658214285
91,0.4361773658214285
92,0.4361773658214285
93,0.4361773658214285
94,0.4361773658214285
95,0.4441078633818181
96,0.4361773658214285
97,0.4361773658214285
98,0.4361773658214285
99,0.41399885569491524
100,0.4361773658214285
