frame,distance_m
1,0.34402721811267606
2,0.34402721811267606
3,0.3300801687297297
4,0.3592048894999999
5,0.3592048894999999
6,0.3592048894999999
7,0.3592048894999999
8,0.25985034559574466
9,0.33460181487671226
10,0.3592048894999999
11,0.3592048894999999
12,0.34402721811267606
13,0.3300801687297297
14,0.28075784466666664
15,0.30155472204938266
16,0.30155472204938266
17,0.30155472204938266
18,0.29787722543902434
19,0.30155472204938266
20,0.30532415607499996
21,0.29787722543902434
22,0.30155472204938266
23,0.29787722543902434
24,0.30155472204938266
25,0.29787722543902434
26,0.32139384849999997
27,0.29787722543902434
28,0.29787722543902434
29,0.30155472204938266
30,0.29787722543902434
31,0.29787722543902434
32,0.27444867961797753
33,0.2775674146136363
34,0.3592048894999999
35,0.3592048894999999
36,0.3592048894999999
37,0.3592048894999999
38,0.34402721811267606
39,0.290784910547619
40,0.2840224707674418
41,0.28736391159999997
42,0.3592048894999999
43,0.27444867961797753
44,0.36456615650746266
45,0.29787722543902434
46,0.2775674146136363
47,0.27444867961797753
48,0.29787722543902434
49,0.36456615650746266
50,0.3539990215362318
51,0.3592048894999999
52,0.3392490623055555
53,0.3592048894999999
54,0.30155472204938266
55,0.3256790998133333
56,0.30155472204938266
57,0.29787722543902434
58,0.3539990215362318
59,0.36456615650746266
60,0.3256790998133333
61,0.36456615650746266
62,0.30155472204938266
63,0.30155472204938266
64,0.3539990215362318
65,0.30155472204938266
66,0.3539990215362318
67,0.3539990215362318
68,0.30155472204938266
69,0.30155472204938266
70,0.2775674146136363
71,0.3700898861515151
72,0.29787722543902434
73,0.3539990215362318
74,0.30155472204938266
75,0.29787722543902434
76,0.36456615650746266
77,0.2775674146136363
78,0.36456615650746266
79,0.30155472204938266
80,0.27444867961797753
81,0.3592048894999999
82,0.30155472204938266
83,0.30155472204938266
84,0.27444867961797753
85,0.30155472204938266
86,0.3592048894999999
87,0.3539990215362318
88,0.29787722543902434
89,0.29787722543902434
90,0.27444867961797753
91,0.30155472204938266
92,0.30155472204938266
93,0.3539990215362318
94,0.3539990215362318
95,0.29787722543902434
96,0.3539990215362318
97,0.36456615650746266
98,0.30155472204938266
99,0.3592048894999999
100,0.3592048894999999
