frame,distance_m
1,0.2087686537264957
2,0.2002125613606557
3,0.193856607031746
4,0.2002125613606557
5,0.193856607031746
6,0.2002125613606557
7,0.19858481695934954
8,0.19858481695934954
9,0.2002125613606557
10,0.2002125613606557
11,0.2002125613606557
12,0.2002125613606557
13,0.19858481695934954
14,0.19858481695934954
15,0.19858481695934954
16,0.2002125613606557
17,0.2002125613606557
18,0.2002125613606557
19,0.2002125613606557
20,0.2002125613606557
21,0.2002125613606557
22,0.19858481695934954
23,0.193856607031746
24,0.2002125613606557
25,0.2002125613606557
26,0.2002125613606557
27,0.2002125613606557
28,0.2002125613606557
29,0.193856607031746
30,0.2087686537264957
31,0.193856607031746
32,0.19858481695934954
33,0.19858481695934954
34,0.193856607031746
35,0.2002125613606557
36,0.2002125613606557
37,0.2002125613606557
38,0.2002125613606557
39,0.2002125613606557
40,0.193856607031746
41,0.2002125613606557
42,0.2002125613606557
43,0.2002125613606557
44,0.19858481695934954
45,0.19858481695934954
46,0.2002125613606557
47,0.193856607031746
48,0.193856607031746
49,0.19858481695934954
50,0.2002125613606557
51,0.2002125613606557
52,0.2002125613606557
53,0.2002125613606557
54,0.2002125613606557
55,0.19858481695934954
56,0.193856607031746
57,0.2002125613606557
58,0.2002125613606557
59,0.2002125613606557
60,0.193856607031746
61,0.19858481695934954
62,0.2002125613606557
63,0.19858481695934954
64,0.2002125613606557
65,0.19858481695934954
66,0.2002125613606557
67,0.2002125613606557
68,0.2002125613606557
69,0.2002125613606557
70,0.2002125613606557
71,0.193856607031746
72,0.19858481695934954
73,0.2002125613606557
74,0.2002125613606557
75,0.21056838349999996
76,0.2002125613606557
77,0.2002125613606557
78,0.19858481695934954
79,0.20354943738333328
80,0.2002125613606557
81,0.193856607031746
82,0.2002125613606557
83,0.2002125613606557
84,0.2002125613606557
85,0.2002125613606557
86,0.193856607031746
87,0.19858481695934954
88,0.193856607031746
89,0.2002125613606557
90,0.2002125613606557
91,0.2002125613606557
92,0.2002125613606557
93,0.2002125613606557
94,0.19858481695934954
95,0.2002125613606557
96,0.19858481695934954
97,0.2002125613606557
98,0.21615869456637168
99,0.193856607031746
100,0.2002125613606557
