frame,distance_m
1,0.5088735934583333
2,0.5088735934583333
3,0.4984884180816326
4,0.4984884180816326
5,0.4608666506792452
6,0.5427984996888888
7,0.5088735934583333
8,0.5088735934583333
9,0.5957544508780487
10,0.5197006911914893
11,0.5197006911914893
12,0.5197006911914893
13,0.4984884180816326
14,0.5197006911914893
15,0.4697294708846153
16,0.5088735934583333
17,0.5197006911914893
18,0.5197006911914893
19,0.5197006911914893
20,0.5197006911914893
21,0.4697294708846153
22,0.5197006911914893
23,0.4984884180816326
24,0.5197006911914893
25,0.5197006911914893
26,0.5197006911914893
27,0.5088735934583333
28,0.5197006911914893
29,0.5197006911914893
30,0.4608666506792452
31,0.5680449415348836
32,0.5551348292272726
33,0.5427984996888888
34,0.5197006911914893
35,0.5197006911914893
36,0.5088735934583333
37,0.4608666506792452
38,0.5088735934583333
39,0.5197006911914893
40,0.5088735934583333
41,0.5197006911914893
42,0.581569821095238
43,0.5088735934583333
44,0.5088735934583333
45,0.5088735934583333
46,0.5088735934583333
47,0.5088735934583333
48,0.5088735934583333
49,0.581569821095238
50,0.5088735934583333
51,0.5088735934583333
52,0.5088735934583333
53,0.581569821095238
54,0.5088735934583333
55,0.5088735934583333
56,0.5088735934583333
57,0.5088735934583333
58,0.5088735934583333
59,0.5088735934583333
60,0.5088735934583333
61,0.4608666506792452
62,0.5680449415348836
63,0.5088735934583333
64,0.5088735934583333
65,0.5088735934583333
66,0.5088735934583333
67,0.5088735934583333
68,0.5197006911914893
69,0.5088735934583333
70,0.5197006911914893
71,0.5957544508780487
72,0.5088735934583333
73,0.5197006911914893
74,0.5088735934583333
75,0.5088735934583333
76,0.5197006911914893
77,0.5088735934583333
78,0.5088735934583333
79,0.4984884180816326
80,0.5197006911914893
81,0.5088735934583333
82,0.5088735934583333
83,0.5197006911914893
84,0.5197006911914893
85,0.4697294708846153
86,0.5088735934583333
87,0.5088735934583333
88,0.5088735934583333
89,0.5088735934583333
90,0.5680449415348836
91,0.5088735934583333
92,0.5088735934583333
93,0.5088735934583333
94,0.5088735934583333
95,0.5088735934583333
96,0.5088735934583333
97,0.5088735934583333
98,0.5088735934583333
99,0.5088735934583333
100,0.5197006911914893
